aTV_x aTV_y aTV_z / Xrot Yrot Zrot / X2 Y2 Z2
0.020500 -0.036250 -0.991000 / -1.994121 2.761526 1.637704 / -13276.427734 15208.916992 4358.377930
0.020500 -0.036250 -0.991000 / -1.965571 2.747501 1.639354 / -13278.378906 15211.657227 4360.018066
0.020500 -0.036250 -0.991000 / -1.937021 2.733476 1.641004 / -13280.301758 15214.383789 4361.659668
0.020500 -0.036250 -0.991000 / -1.908471 2.719451 1.642654 / -13282.196289 15217.096680 4363.303223
0.020500 -0.036250 -0.991000 / -1.879921 2.705426 1.644304 / -13284.061523 15219.794922 4364.948242
0.020500 -0.036250 -0.991000 / -1.851371 2.691401 1.645954 / -13285.898438 15222.479492 4366.595215
0.020500 -0.036250 -0.991000 / -1.822821 2.677376 1.647604 / -13287.707031 15225.149414 4368.243652
0.020500 -0.036250 -0.991000 / -1.794271 2.663351 1.649254 / -13289.487305 15227.805664 4369.893555
0.020500 -0.036250 -0.991000 / -1.765720 2.649326 1.650904 / -13291.238281 15230.448242 4371.545410
0.020500 -0.036250 -0.991000 / -1.737170 2.635301 1.652554 / -13292.960938 15233.076172 4373.198730
0.020500 -0.036250 -0.991000 / -1.708620 2.621276 1.654204 / -13294.655273 15235.690430 4374.853516
0.020500 -0.036250 -0.991000 / -1.680070 2.607251 1.655854 / -13296.321289 15238.291016 4376.510254
0.020500 -0.036250 -0.991000 / -1.651520 2.593226 1.657504 / -13297.958984 15240.876953 4378.168457
0.020500 -0.036250 -0.991000 / -1.622970 2.579201 1.659154 / -13299.567383 15243.449219 4379.828613
0.020500 -0.036250 -0.991000 / -1.594420 2.565176 1.660804 / -13301.147461 15246.007812 4381.490234
0.020500 -0.036250 -0.991000 / -1.565870 2.551151 1.662454 / -13302.699219 15248.551758 4383.153320
0.020500 -0.036250 -0.991000 / -1.537320 2.537126 1.664104 / -13304.222656 15251.082031 4384.818359
0.020500 -0.036250 -0.991000 / -1.508770 2.523101 1.665754 / -13305.716797 15253.597656 4386.484863
0.020500 -0.036250 -0.991000 / -1.480220 2.509076 1.667404 / -13307.182617 15256.099609 4388.153320
0.020500 -0.036250 -0.991000 / -1.451670 2.495051 1.669054 / -13308.620117 15258.587891 4389.823242
0.020500 -0.036250 -0.991000 / -1.423120 2.481026 1.670704 / -13310.029297 15261.061523 4391.494629
0.020500 -0.036250 -0.991000 / -1.394570 2.467001 1.672354 / -13311.409180 15263.521484 4393.167969
0.020500 -0.036250 -0.991000 / -1.366020 2.452976 1.674003 / -13312.760742 15265.967773 4394.842773
0.001750 -0.024250 -0.972000 / -1.355420 2.444876 1.692178 / -13314.111328 15268.408203 4396.543945
0.001750 -0.024250 -0.972000 / -1.344820 2.436776 1.710353 / -13315.451172 15270.840820 4398.263184
0.001750 -0.024250 -0.972000 / -1.334220 2.428676 1.728528 / -13316.780273 15273.265625 4400.000977
0.001750 -0.024250 -0.972000 / -1.323620 2.420576 1.746704 / -13318.098633 15275.682617 4401.756836
0.001750 -0.024250 -0.972000 / -1.313020 2.412476 1.764879 / -13319.406250 15278.090820 4403.530762
0.001750 -0.024250 -0.972000 / -1.302420 2.404376 1.783054 / -13320.703125 15280.491211 4405.322754
0.001750 -0.024250 -0.972000 / -1.291820 2.396276 1.801229 / -13321.989258 15282.883789 4407.133301
0.001750 -0.024250 -0.972000 / -1.281220 2.388176 1.819404 / -13323.265625 15285.267578 4408.961914
0.001750 -0.024250 -0.972000 / -1.270620 2.380076 1.837579 / -13324.531250 15287.643555 4410.808594
0.001750 -0.024250 -0.972000 / -1.260020 2.371976 1.855754 / -13325.786133 15290.011719 4412.673340
0.001750 -0.024250 -0.972000 / -1.249420 2.363876 1.873929 / -13327.030273 15292.371094 4414.556152
0.001750 -0.024250 -0.972000 / -1.238820 2.355776 1.892104 / -13328.263672 15294.722656 4416.457520
0.001750 -0.024250 -0.972000 / -1.228220 2.347676 1.910279 / -13329.486328 15297.066406 4418.376953
0.001750 -0.024250 -0.972000 / -1.217620 2.339576 1.928454 / -13330.698242 15299.402344 4420.314453
0.001750 -0.024250 -0.972000 / -1.207021 2.331476 1.946629 / -13331.900391 15301.729492 4422.270020
0.001750 -0.024250 -0.972000 / -1.196421 2.323376 1.964804 / -13333.091797 15304.048828 4424.244141
0.001750 -0.024250 -0.972000 / -1.185821 2.315276 1.982979 / -13334.272461 15306.360352 4426.236328
0.001750 -0.024250 -0.972000 / -1.175221 2.307176 2.001154 / -13335.442383 15308.663086 4428.246582
0.001750 -0.024250 -0.972000 / -1.164621 2.299076 2.019329 / -13336.601562 15310.958008 4430.274902
0.001750 -0.024250 -0.972000 / -1.154021 2.290976 2.037504 / -13337.750000 15313.245117 4432.321289
0.001750 -0.024250 -0.972000 / -1.143421 2.282876 2.055679 / -13338.887695 15315.524414 4434.386230
0.001750 -0.024250 -0.972000 / -1.132821 2.274776 2.073854 / -13340.015625 15317.794922 4436.469238
0.001750 -0.024250 -0.972000 / -1.122221 2.266675 2.092029 / -13341.132812 15320.057617 4438.570312
0.001750 -0.024250 -0.972000 / -1.111621 2.258575 2.110204 / -13342.239258 15322.312500 4440.689453
0.001750 -0.024250 -0.972000 / -1.101021 2.250475 2.128380 / -13343.334961 15324.558594 4442.827148
0.001750 -0.024250 -0.972000 / -1.090421 2.242375 2.146555 / -13344.419922 15326.796875 4444.982910
0.001750 -0.024250 -0.972000 / -1.079821 2.234275 2.164730 / -13345.494141 15329.027344 4447.156738
0.001750 -0.024250 -0.972000 / -1.069221 2.226175 2.182905 / -13346.557617 15331.249023 4449.348633
0.001750 -0.024250 -0.972000 / -1.058621 2.218075 2.201080 / -13347.611328 15333.462891 4451.558594
0.001750 -0.024250 -0.972000 / -1.048021 2.209975 2.219255 / -13348.654297 15335.668945 4453.787109
0.001750 -0.024250 -0.972000 / -1.037421 2.201875 2.237430 / -13349.686523 15337.867188 4456.033691
0.001750 -0.024250 -0.972000 / -1.026821 2.193775 2.255605 / -13350.708008 15340.056641 4458.298340
0.001750 -0.024250 -0.972000 / -1.016221 2.185675 2.273781 / -13351.718750 15342.238281 4460.581055
0.001750 -0.024250 -0.972000 / -1.005621 2.177575 2.291956 / -13352.718750 15344.412109 4462.882324
0.001750 -0.024250 -0.972000 / -0.995021 2.169475 2.310131 / -13353.708008 15346.577148 4465.201660
0.001750 -0.024250 -0.972000 / -0.984421 2.161375 2.328306 / -13354.687500 15348.734375 4467.539062
0.001750 -0.024250 -0.972000 / -0.973821 2.153275 2.346481 / -13355.656250 15350.883789 4469.894531
0.001750 -0.024250 -0.972000 / -0.963221 2.145175 2.364656 / -13356.614258 15353.025391 4472.268066
0.001750 -0.024250 -0.972000 / -0.952621 2.137075 2.382831 / -13357.561523 15355.158203 4474.660156
0.001750 -0.024250 -0.972000 / -0.942021 2.128975 2.401006 / -13358.498047 15357.283203 4477.070312
0.020250 -0.013250 -1.007000 / -0.929046 2.121975 2.393731 / -13359.420898 15359.401367 4479.460449
0.020250 -0.013250 -1.007000 / -0.916071 2.114975 2.386456 / -13360.330078 15361.512695 4481.843262
0.020250 -0.013250 -1.007000 / -0.903096 2.107975 2.379181 / -13361.226562 15363.617188 4484.218750
0.020250 -0.013250 -1.007000 / -0.890121 2.100975 2.371906 / -13362.110352 15365.714844 4486.586914
0.020250 -0.013250 -1.007000 / -0.877146 2.093975 2.364631 / -13362.981445 15367.805664 4488.947754
0.020250 -0.013250 -1.007000 / -0.864171 2.086975 2.357356 / -13363.838867 15369.888672 4491.301270
0.020250 -0.013250 -1.007000 / -0.851196 2.079975 2.350081 / -13364.683594 15371.964844 4493.647949
0.020250 -0.013250 -1.007000 / -0.838221 2.072975 2.342806 / -13365.515625 15374.034180 4495.987305
0.020250 -0.013250 -1.007000 / -0.825246 2.065975 2.335531 / -13366.333984 15376.096680 4498.319336
0.020250 -0.013250 -1.007000 / -0.812271 2.058975 2.328255 / -13367.139648 15378.152344 4500.644043
0.020250 -0.013250 -1.007000 / -0.799296 2.051975 2.320980 / -13367.932617 15380.201172 4502.961426
0.020250 -0.013250 -1.007000 / -0.786321 2.044975 2.313705 / -13368.712891 15382.242188 4505.271484
0.020250 -0.013250 -1.007000 / -0.773346 2.037975 2.306430 / -13369.479492 15384.276367 4507.574219
0.020250 -0.013250 -1.007000 / -0.760371 2.030975 2.299155 / -13370.233398 15386.303711 4509.869629
0.020250 -0.013250 -1.007000 / -0.747396 2.023975 2.291880 / -13370.974609 15388.324219 4512.157715
0.020250 -0.013250 -1.007000 / -0.734421 2.016975 2.284605 / -13371.702148 15390.337891 4514.438477
0.020250 -0.013250 -1.007000 / -0.721446 2.009975 2.277330 / -13372.416992 15392.344727 4516.712402
0.020250 -0.013250 -1.007000 / -0.708471 2.002975 2.270055 / -13373.119141 15394.343750 4518.979004
0.020250 -0.013250 -1.007000 / -0.695496 1.995975 2.262779 / -13373.808594 15396.335938 4521.238281
0.020250 -0.013250 -1.007000 / -0.682521 1.988976 2.255504 / -13374.484375 15398.321289 4523.490234
0.020250 -0.013250 -1.007000 / -0.669546 1.981976 2.248229 / -13375.147461 15400.299805 4525.734863
0.020250 -0.013250 -1.007000 / -0.656571 1.974976 2.240954 / -13375.797852 15402.271484 4527.972168
0.020250 -0.013250 -1.007000 / -0.643596 1.967976 2.233679 / -13376.434570 15404.236328 4530.202148
0.020250 -0.013250 -1.007000 / -0.630621 1.960976 2.226404 / -13377.058594 15406.193359 4532.424805
0.020250 -0.013250 -1.007000 / -0.617646 1.953976 2.219129 / -13377.669922 15408.143555 4534.640137
0.020250 -0.013250 -1.007000 / -0.604671 1.946976 2.211854 / -13378.268555 15410.086914 4536.848145
0.020250 -0.013250 -1.007000 / -0.591697 1.939976 2.204579 / -13378.853516 15412.023438 4539.049316
0.020250 -0.013250 -1.007000 / -0.578722 1.932976 2.197304 / -13379.425781 15413.953125 4541.243164
0.020250 -0.013250 -1.007000 / -0.565747 1.925976 2.190028 / -13379.985352 15415.875977 4543.429688
0.020250 -0.013250 -1.007000 / -0.552772 1.918976 2.182753 / -13380.531250 15417.791016 4545.608887
0.020250 -0.013250 -1.007000 / -0.539797 1.911976 2.175478 / -13381.064453 15419.699219 4547.780762
0.020250 -0.013250 -1.007000 / -0.526822 1.904976 2.168203 / -13381.584961 15421.600586 4549.945312
0.020250 -0.013250 -1.007000 / -0.513847 1.897976 2.160928 / -13382.092773 15423.495117 4552.102539
0.020250 -0.013250 -1.007000 / -0.500872 1.890976 2.153653 / -13382.586914 15425.382812 4554.252441
0.020250 -0.013250 -1.007000 / -0.487897 1.883976 2.146378 / -13383.068359 15427.263672 4556.395020
0.020250 -0.013250 -1.007000 / -0.474922 1.876976 2.139103 / -13383.537109 15429.136719 4558.530273
0.020250 -0.013250 -1.007000 / -0.461947 1.869976 2.131828 / -13383.992188 15431.002930 4560.658691
0.020250 -0.013250 -1.007000 / -0.448972 1.862976 2.124552 / -13384.434570 15432.862305 4562.779785
0.020250 -0.013250 -1.007000 / -0.435997 1.855976 2.117277 / -13384.864258 15434.714844 4564.893555
0.020250 -0.013250 -1.007000 / -0.423022 1.848976 2.110002 / -13385.281250 15436.560547 4567.000000
0.027500 -0.015000 -0.985250 / -0.412372 1.845401 2.114577 / -13385.688477 15438.404297 4569.116699
0.027500 -0.015000 -0.985250 / -0.401722 1.841826 2.119152 / -13386.084961 15440.244141 4571.238281
0.027500 -0.015000 -0.985250 / -0.391072 1.838251 2.123727 / -13386.470703 15442.081055 4573.364258
0.027500 -0.015000 -0.985250 / -0.380422 1.834676 2.128302 / -13386.845703 15443.914062 4575.494629
0.027500 -0.015000 -0.985250 / -0.369772 1.831101 2.132877 / -13387.209961 15445.743164 4577.629883
0.027500 -0.015000 -0.985250 / -0.359122 1.827526 2.137452 / -13387.563477 15447.569336 4579.769531
0.027500 -0.015000 -0.985250 / -0.348472 1.823951 2.142027 / -13387.906250 15449.391602 4581.914062
0.027500 -0.015000 -0.985250 / -0.337822 1.820376 2.146602 / -13388.238281 15451.209961 4584.062988
0.027500 -0.015000 -0.985250 / -0.327172 1.816801 2.151177 / -13388.560547 15453.025391 4586.216309
0.027500 -0.015000 -0.985250 / -0.316522 1.813226 2.155752 / -13388.872070 15454.836914 4588.374512
0.027500 -0.015000 -0.985250 / -0.305872 1.809651 2.160327 / -13389.172852 15456.644531 4590.537109
0.027500 -0.015000 -0.985250 / -0.295222 1.806077 2.164902 / -13389.462891 15458.449219 4592.704102
0.027500 -0.015000 -0.985250 / -0.284571 1.802502 2.169477 / -13389.742188 15460.250000 4594.875977
0.027500 -0.015000 -0.985250 / -0.273921 1.798927 2.174052 / -13390.010742 15462.046875 4597.052246
0.027500 -0.015000 -0.985250 / -0.263271 1.795352 2.178627 / -13390.268555 15463.840820 4599.233398
0.027500 -0.015000 -0.985250 / -0.252621 1.791777 2.183203 / -13390.515625 15465.630859 4601.418945
0.027500 -0.015000 -0.985250 / -0.241971 1.788202 2.187778 / -13390.751953 15467.416992 4603.608887
0.027500 -0.015000 -0.985250 / -0.231321 1.784627 2.192353 / -13390.977539 15469.200195 4605.803711
0.027500 -0.015000 -0.985250 / -0.220671 1.781052 2.196928 / -13391.193359 15470.979492 4608.002930
0.027500 -0.015000 -0.985250 / -0.210021 1.777477 2.201503 / -13391.398438 15472.754883 4610.206543
0.027500 -0.015000 -0.985250 / -0.199371 1.773902 2.206078 / -13391.592773 15474.527344 4612.415039
0.027500 -0.015000 -0.985250 / -0.188721 1.770327 2.210653 / -13391.776367 15476.295898 4614.627930
0.027500 -0.015000 -0.985250 / -0.178071 1.766752 2.215228 / -13391.949219 15478.060547 4616.845215
0.027500 -0.015000 -0.985250 / -0.167421 1.763177 2.219803 / -13392.111328 15479.822266 4619.067383
0.027500 -0.015000 -0.985250 / -0.156771 1.759602 2.224378 / -13392.262695 15481.580078 4621.293945
0.027500 -0.015000 -0.985250 / -0.146121 1.756027 2.228953 / -13392.403320 15483.333984 4623.525391
0.027500 -0.015000 -0.985250 / -0.135471 1.752452 2.233528 / -13392.533203 15485.084961 4625.761230
0.027500 -0.015000 -0.985250 / -0.124821 1.748877 2.238103 / -13392.652344 15486.832031 4628.001465
0.027500 -0.015000 -0.985250 / -0.114171 1.745302 2.242678 / -13392.760742 15488.575195 4630.246582
0.027500 -0.015000 -0.985250 / -0.103521 1.741727 2.247253 / -13392.859375 15490.315430 4632.496094
0.027500 -0.015000 -0.985250 / -0.092871 1.738152 2.251828 / -13392.947266 15492.051758 4634.750000
0.027500 -0.015000 -0.985250 / -0.082221 1.734577 2.256403 / -13393.024414 15493.784180 4637.008789
0.027500 -0.015000 -0.985250 / -0.071571 1.731002 2.260978 / -13393.090820 15495.513672 4639.271973
0.027500 -0.015000 -0.985250 / -0.060921 1.727427 2.265553 / -13393.146484 15497.239258 4641.540039
0.027500 -0.015000 -0.985250 / -0.050271 1.723852 2.270128 / -13393.191406 15498.960938 4643.812500
0.027500 -0.015000 -0.985250 / -0.039621 1.720277 2.274703 / -13393.225586 15500.679688 4646.089355
0.027500 -0.015000 -0.985250 / -0.028971 1.716702 2.279278 / -13393.249023 15502.394531 4648.371094
0.027500 -0.015000 -0.985250 / -0.018321 1.713127 2.283853 / -13393.261719 15504.105469 4650.657227
0.027500 -0.015000 -0.985250 / -0.007671 1.709552 2.288428 / -13393.263672 15505.813477 4652.947754
0.027500 -0.015000 -0.985250 / 0.002979 1.705977 2.293003 / -13393.254883 15507.517578 4655.243164
0.045500 -0.017250 -0.992250 / 0.012254 1.699627 2.294728 / -13393.238281 15509.213867 4657.538574
0.045500 -0.017250 -0.992250 / 0.021529 1.693277 2.296453 / -13393.211914 15510.904297 4659.835938
0.045500 -0.017250 -0.992250 / 0.030804 1.686927 2.298178 / -13393.176758 15512.587891 4662.134766
0.045500 -0.017250 -0.992250 / 0.040079 1.680577 2.299903 / -13393.131836 15514.265625 4664.435547
0.045500 -0.017250 -0.992250 / 0.049354 1.674227 2.301628 / -13393.078125 15515.936523 4666.738281
0.045500 -0.017250 -0.992250 / 0.058629 1.667877 2.303353 / -13393.014648 15517.601562 4669.042480
0.045500 -0.017250 -0.992250 / 0.067904 1.661527 2.305078 / -13392.942383 15519.259766 4671.348633
0.045500 -0.017250 -0.992250 / 0.077179 1.655177 2.306803 / -13392.860352 15520.912109 4673.656250
0.045500 -0.017250 -0.992250 / 0.086454 1.648827 2.308527 / -13392.769531 15522.557617 4675.965820
0.045500 -0.017250 -0.992250 / 0.095729 1.642477 2.310252 / -13392.668945 15524.197266 4678.276855
0.045500 -0.017250 -0.992250 / 0.105004 1.636127 2.311977 / -13392.559570 15525.830078 4680.589844
0.045500 -0.017250 -0.992250 / 0.114279 1.629777 2.313702 / -13392.440430 15527.457031 4682.904297
0.045500 -0.017250 -0.992250 / 0.123554 1.623427 2.315427 / -13392.312500 15529.077148 4685.220703
0.045500 -0.017250 -0.992250 / 0.132829 1.617077 2.317152 / -13392.174805 15530.691406 4687.538574
0.045500 -0.017250 -0.992250 / 0.142104 1.610727 2.318877 / -13392.028320 15532.298828 4689.858398
0.045500 -0.017250 -0.992250 / 0.151379 1.604377 2.320602 / -13391.872070 15533.900391 4692.179688
0.045500 -0.017250 -0.992250 / 0.160654 1.598027 2.322327 / -13391.707031 15535.495117 4694.502930
0.045500 -0.017250 -0.992250 / 0.169929 1.591677 2.324052 / -13391.532227 15537.083984 4696.827637
0.045500 -0.017250 -0.992250 / 0.179204 1.585327 2.325777 / -13391.348633 15538.666016 4699.154297
0.045500 -0.017250 -0.992250 / 0.188479 1.578977 2.327502 / -13391.155273 15540.242188 4701.482422
0.045500 -0.017250 -0.992250 / 0.197754 1.572627 2.329227 / -13390.953125 15541.811523 4703.812500
0.045500 -0.017250 -0.992250 / 0.207029 1.566277 2.330952 / -13390.741211 15543.375000 4706.144531
0.045500 -0.017250 -0.992250 / 0.216304 1.559927 2.332677 / -13390.520508 15544.931641 4708.478027
0.045500 -0.017250 -0.992250 / 0.225579 1.553576 2.334402 / -13390.290039 15546.482422 4710.813477
0.045500 -0.017250 -0.992250 / 0.234854 1.547226 2.336127 / -13390.050781 15548.026367 4713.150391
0.045500 -0.017250 -0.992250 / 0.244129 1.540876 2.337852 / -13389.801758 15549.564453 4715.489258
0.045500 -0.017250 -0.992250 / 0.253404 1.534526 2.339577 / -13389.543945 15551.095703 4717.829590
0.045500 -0.017250 -0.992250 / 0.262679 1.528176 2.341302 / -13389.276367 15552.621094 4720.171875
0.045500 -0.017250 -0.992250 / 0.271954 1.521826 2.343027 / -13389.000000 15554.139648 4722.515625
0.045500 -0.017250 -0.992250 / 0.281229 1.515476 2.344752 / -13388.713867 15555.652344 4724.861328
0.045500 -0.017250 -0.992250 / 0.290504 1.509126 2.346477 / -13388.418945 15557.158203 4727.208496
0.045500 -0.017250 -0.992250 / 0.299779 1.502776 2.348202 / -13388.114258 15558.658203 4729.557617
0.045500 -0.017250 -0.992250 / 0.309054 1.496426 2.349926 / -13387.800781 15560.151367 4731.908203
0.045500 -0.017250 -0.992250 / 0.318329 1.490076 2.351651 / -13387.477539 15561.638672 4734.260742
0.045500 -0.017250 -0.992250 / 0.327604 1.483726 2.353376 / -13387.145508 15563.119141 4736.614746
0.045500 -0.017250 -0.992250 / 0.336879 1.477376 2.355101 / -13386.803711 15564.593750 4738.970703
0.045500 -0.017250 -0.992250 / 0.346154 1.471026 2.356826 / -13386.453125 15566.061523 4741.328613
0.045500 -0.017250 -0.992250 / 0.355429 1.464676 2.358551 / -13386.092773 15567.523438 4743.687988
0.045500 -0.017250 -0.992250 / 0.364704 1.458326 2.360276 / -13385.723633 15568.978516 4746.049316
0.045500 -0.017250 -0.992250 / 0.373979 1.451976 2.362001 / -13385.344727 15570.427734 4748.412109
0.054000 -0.016500 -0.996500 / 0.372929 1.447126 2.358051 / -13384.972656 15571.872070 4750.768066
0.054000 -0.016500 -0.996500 / 0.371879 1.442276 2.354101 / -13384.601562 15573.311523 4753.120117
0.054000 -0.016500 -0.996500 / 0.370829 1.437426 2.350151 / -13384.231445 15574.746094 4755.468262
0.054000 -0.016500 -0.996500 / 0.369779 1.432576 2.346201 / -13383.862305 15576.175781 4757.812500
0.054000 -0.016500 -0.996500 / 0.368729 1.427726 2.342251 / -13383.494141 15577.601562 4760.152832
0.054000 -0.016500 -0.996500 / 0.367679 1.422876 2.338301 / -13383.126953 15579.022461 4762.489258
0.054000 -0.016500 -0.996500 / 0.366629 1.418026 2.334351 / -13382.760742 15580.438477 4764.821777
0.054000 -0.016500 -0.996500 / 0.365579 1.413176 2.330400 / -13382.395508 15581.849609 4767.150391
0.054000 -0.016500 -0.996500 / 0.364529 1.408326 2.326450 / -13382.031250 15583.255859 4769.475098
0.054000 -0.016500 -0.996500 / 0.363479 1.403476 2.322500 / -13381.667969 15584.657227 4771.795410
